,holding
2013-11-11,"[('ABMD', 27.56999969482422, 0), ('ABMD', 27.56999969482422, 0), ('AES', 15.279999732971191, 0), ('AKAM', 45.7599983215332, 0), ('BBY', 43.689998626708984, 0), ('BBY', 43.689998626708984, 0), ('BKNG', 1139.530029296875, 0), ('DD', 57.258140563964844, 0), ('DXCM', 32.560001373291016, 0), ('EQIX', 167.61000061035156, 0), ('EXPE', 61.189998626708984, 0), ('F', 17.06999969482422, 0), ('FANG', 53.529998779296875, 0), ('FITB', 19.940000534057617, 0), ('GLW', 17.010000228881836, 0), ('GLW', 17.010000228881836, 0), ('INCY', 47.5099983215332, 0), ('IP', 42.52024841308594, 0), ('LVS', 71.22000122070312, 0), ('MGM', 19.450000762939453, 0), ('MGM', 19.450000762939453, 0), ('PHM', 18.100000381469727, 0), ('PHM', 18.100000381469727, 0), ('PWR', 30.020000457763672, 0), ('SBAC', 90.0, 0), ('SBUX', 40.595001220703125, 0), ('TXT', 30.649999618530273, 0), ('TXT', 30.649999618530273, 0), ('UAL', 36.72999954223633, 0), ('VRSN', 55.650001525878906, 0), ('VRTX', 63.38999938964844, 0), ('VRTX', 63.38999938964844, 0), ('WMB', 35.22999954223633, 0)]"
2013-11-18,"[('ABMD', 28.770000457763672, 0), ('ABMD', 28.770000457763672, 0), ('AES', 14.619999885559082, 0), ('AKAM', 44.20000076293945, 0), ('BBY', 39.369998931884766, 0), ('BBY', 39.369998931884766, 0), ('BKNG', 1158.989990234375, 0), ('DD', 56.446876525878906, 0), ('DXCM', 32.40999984741211, 0), ('EQIX', 160.30999755859375, 0), ('EXPE', 62.04999923706055, 0), ('F', 17.010000228881836, 0), ('FANG', 51.529998779296875, 0), ('FITB', 20.579999923706055, 0), ('GLW', 17.260000228881836, 0), ('GLW', 17.260000228881836, 0), ('INCY', 48.52000045776367, 0), ('IP', 43.79034423828125, 0), ('LVS', 70.47000122070312, 0), ('MGM', 18.81999969482422, 0), ('MGM', 18.81999969482422, 0), ('PHM', 18.219999313354492, 0), ('PHM', 18.219999313354492, 0), ('PWR', 29.1200008392334, 0), ('SBAC', 84.75, 0), ('SBUX', 40.67499923706055, 0), ('TXT', 31.979999542236328, 0), ('TXT', 31.979999542236328, 0), ('UAL', 38.540000915527344, 0), ('VRSN', 56.720001220703125, 0), ('VRTX', 66.27999877929688, 0), ('VRTX', 66.27999877929688, 0), ('WMB', 35.27000045776367, 0)]"
2013-11-25,"[('ABMD', 28.59000015258789, 0), ('ABMD', 28.59000015258789, 0), ('AES', 14.569999694824219, 0), ('AKAM', 44.720001220703125, 0), ('BBY', 40.54999923706055, 0), ('BBY', 40.54999923706055, 0), ('BKNG', 1192.3299560546875, 0), ('DD', 55.59291458129883, 0), ('DXCM', 33.09000015258789, 0), ('EQIX', 160.6999969482422, 0), ('EXPE', 63.689998626708984, 0), ('F', 17.079999923706055, 0), ('FANG', 49.7400016784668, -1), ('FITB', 20.31999969482422, 0), ('GLW', 17.079999923706055, 0), ('GLW', 17.079999923706055, 0), ('INCY', 46.599998474121094, 0), ('IP', 43.56620788574219, 0), ('LVS', 71.68000030517578, 0), ('MGM', 19.190000534057617, 0), ('MGM', 19.190000534057617, 0), ('PHM', 18.760000228881836, 0), ('PHM', 18.760000228881836, 0), ('PWR', 29.610000610351562, 0), ('SBAC', 85.16999816894531, 0), ('SBUX', 40.72999954223633, 0), ('TXT', 33.22999954223633, 0), ('TXT', 33.22999954223633, 0), ('UAL', 39.25, 0), ('VRSN', 56.86000061035156, 0), ('VRTX', 69.41999816894531, 0), ('VRTX', 69.41999816894531, 0), ('WMB', 35.220001220703125, 0)]"
2013-12-02,"[('ABMD', 27.68000030517578, 0), ('ABMD', 27.68000030517578, 0), ('AES', 15.020000457763672, 0), ('AKAM', 44.95000076293945, 0), ('BBY', 41.04999923706055, 0), ('BBY', 41.04999923706055, 0), ('BKNG', 1180.4000244140625, 0), ('DD', 55.89180374145508, 0), ('DXCM', 34.650001525878906, 0), ('EQIX', 165.47999572753906, 0), ('EXPE', 63.47999954223633, 0), ('F', 16.700000762939453, 0), ('FITB', 20.34000015258789, 0), ('GLW', 17.110000610351562, 0), ('GLW', 17.110000610351562, 0), ('INCY', 46.59000015258789, 0), ('IP', 43.37009048461914, 0), ('LVS', 75.7699966430664, 0), ('MGM', 20.170000076293945, 0), ('MGM', 20.170000076293945, 0), ('PHM', 18.18000030517578, 0), ('PHM', 18.18000030517578, 0), ('PWR', 29.540000915527344, 0), ('SBAC', 87.11000061035156, 0), ('SBUX', 39.970001220703125, 0), ('TXT', 32.619998931884766, 0), ('TXT', 32.619998931884766, 0), ('UAL', 36.7400016784668, 0), ('VRSN', 57.20000076293945, 0), ('VRTX', 66.44999694824219, 0), ('VRTX', 66.44999694824219, 0), ('WMB', 36.209999084472656, 0)]"
2013-12-09,"[('ABMD', 26.700000762939453, 0), ('ABMD', 26.700000762939453, 0), ('AES', 13.680000305175781, 0), ('AKAM', 45.720001220703125, 0), ('BBY', 40.5099983215332, 0), ('BBY', 40.5099983215332, 0), ('BKNG', 1171.27001953125, 0), ('DD', 59.09415817260742, 0), ('DXCM', 34.5, 0), ('EQIX', 168.7899932861328, 0), ('EXPE', 62.72999954223633, 0), ('F', 16.59000015258789, 0), ('FITB', 20.09000015258789, 0), ('GLW', 16.8799991607666, 0), ('GLW', 16.8799991607666, 0), ('INCY', 48.88999938964844, 0), ('IP', 44.66820526123047, 0), ('LVS', 76.56999969482422, 0), ('MGM', 21.200000762939453, 0), ('MGM', 21.200000762939453, 0), ('PHM', 18.030000686645508, 0), ('PHM', 18.030000686645508, 0), ('PWR', 28.729999542236328, 0), ('SBAC', 87.54000091552734, 0), ('SBUX', 38.17499923706055, 0), ('TXT', 31.459999084472656, 0), ('TXT', 31.459999084472656, 0), ('UAL', 38.529998779296875, 0), ('VRSN', 57.04999923706055, 0), ('VRTX', 65.18000030517578, 0), ('VRTX', 65.18000030517578, 0), ('WMB', 34.25, 0)]"
2013-12-16,"[('ABMD', 27.020000457763672, 0), ('ABMD', 27.020000457763672, 0), ('AES', 14.319999694824219, 0), ('AKAM', 47.70000076293945, 0), ('BBY', 39.65999984741211, 0), ('BBY', 39.65999984741211, 0), ('BKNG', 1190.949951171875, 0), ('DD', 62.31074905395508, 0), ('DXCM', 34.369998931884766, 0), ('EQIX', 170.69000244140625, 0), ('EXPE', 67.61000061035156, 0), ('F', 15.420000076293945, 0), ('FITB', 20.809999465942383, 0), ('GLW', 17.43000030517578, 0), ('GLW', 17.43000030517578, 0), ('INCY', 51.34000015258789, 0), ('IP', 45.153831481933594, 0), ('LVS', 76.56999969482422, 0), ('MGM', 22.719999313354492, 0), ('MGM', 22.719999313354492, 0), ('PHM', 18.6200008392334, 0), ('PHM', 18.6200008392334, 0), ('PWR', 30.65999984741211, 0), ('SBAC', 87.05999755859375, 0), ('SBUX', 38.83000183105469, 0), ('TXT', 37.290000915527344, 0), ('TXT', 37.290000915527344, 0), ('UAL', 37.38999938964844, 0), ('VRSN', 59.27000045776367, 0), ('VRTX', 71.83000183105469, 0), ('VRTX', 71.83000183105469, 0), ('WMB', 37.0099983215332, 0)]"
2013-12-23,"[('ABMD', 27.040000915527344, 0), ('ABMD', 27.040000915527344, 0), ('AES', 14.449999809265137, 0), ('AKAM', 46.880001068115234, 0), ('BBY', 40.16999816894531, 0), ('BBY', 40.16999816894531, 0), ('BKNG', 1170.31005859375, 0), ('DD', 63.47783279418945, 0), ('DXCM', 35.060001373291016, 0), ('EQIX', 174.5800018310547, 0), ('EXPE', 68.76000213623047, 0), ('F', 15.300000190734863, 0), ('FITB', 20.920000076293945, 0), ('GLW', 17.770000457763672, 0), ('GLW', 17.770000457763672, 0), ('INCY', 49.709999084472656, 0), ('IP', 45.7982177734375, 0), ('LVS', 78.23999786376953, 0), ('MGM', 23.149999618530273, 0), ('MGM', 23.149999618530273, 0), ('PHM', 20.06999969482422, 0), ('PHM', 20.06999969482422, 0), ('PWR', 31.329999923706055, 0), ('SBAC', 88.0999984741211, 0), ('SBUX', 39.28499984741211, 0), ('TXT', 36.61000061035156, 0), ('TXT', 36.61000061035156, 0), ('UAL', 36.779998779296875, 0), ('VRSN', 59.45000076293945, 0), ('VRTX', 73.44999694824219, 0), ('VRTX', 73.44999694824219, 0), ('WMB', 38.29999923706055, 0)]"
2013-12-30,"[('ABMD', 27.059999465942383, 0), ('ABMD', 27.059999465942383, 0), ('AES', 14.199999809265137, 0), ('AKAM', 46.45000076293945, 0), ('BBY', 40.68000030517578, 0), ('BBY', 40.68000030517578, 0), ('BKNG', 1132.6800537109375, 0), ('DD', 62.15419006347656, 0), ('DXCM', 34.79999923706055, 0), ('EQIX', 173.4199981689453, 0), ('EXPE', 69.19999694824219, 0), ('F', 15.510000228881836, 0), ('FITB', 20.920000076293945, 0), ('GLW', 17.889999389648438, 0), ('GLW', 17.889999389648438, 0), ('INCY', 51.9900016784668, 0), ('IP', 45.405982971191406, 0), ('LVS', 78.3499984741211, 0), ('MGM', 23.450000762939453, 0), ('MGM', 23.450000762939453, 0), ('PHM', 20.040000915527344, 0), ('PHM', 20.040000915527344, 0), ('PWR', 31.350000381469727, 0), ('SBAC', 87.80999755859375, 0), ('SBUX', 38.474998474121094, 0), ('TXT', 36.310001373291016, 0), ('TXT', 36.310001373291016, 0), ('UAL', 39.95000076293945, 0), ('VRSN', 59.84000015258789, 0), ('VRTX', 73.44999694824219, 0), ('VRTX', 73.44999694824219, 0), ('WMB', 38.029998779296875, 0)]"
2014-01-06,"[('ABMD', 30.030000686645508, 0), ('ABMD', 30.030000686645508, 0), ('AES', 14.529999732971191, 0), ('AKAM', 48.20000076293945, 0), ('BBY', 37.810001373291016, 0), ('BBY', 37.810001373291016, 0), ('BKNG', 1148.8399658203125, 0), ('DD', 60.78784942626953, 0), ('DXCM', 37.04999923706055, 0), ('EQIX', 179.00999450683594, 0), ('EXPE', 69.5999984741211, 0), ('F', 16.06999969482422, 0), ('FITB', 21.530000686645508, 0), ('GLW', 18.290000915527344, 0), ('GLW', 18.290000915527344, 0), ('INCY', 59.970001220703125, 0), ('IP', 45.695491790771484, 0), ('LVS', 80.58999633789062, 0), ('MGM', 25.360000610351562, 0), ('MGM', 25.360000610351562, 0), ('PHM', 20.15999984741211, 0), ('PHM', 20.15999984741211, 0), ('PWR', 31.700000762939453, 0), ('SBAC', 88.31999969482422, 0), ('SBUX', 38.834999084472656, 0), ('TXT', 35.66999816894531, 0), ('TXT', 35.66999816894531, 0), ('UAL', 45.08000183105469, 0), ('VRSN', 61.459999084472656, 0), ('VRTX', 78.20999908447266, 0), ('VRTX', 78.20999908447266, 0), ('WMB', 39.349998474121094, 0)]"
2014-01-13,"[('ABMD', 27.760000228881836, 0), ('ABMD', 27.760000228881836, 0), ('AES', 14.300000190734863, 0), ('AKAM', 48.58000183105469, 0), ('BBY', 24.43000030517578, 0), ('BBY', 24.43000030517578, 0), ('BKNG', 1178.0400390625, 0), ('DD', 61.300228118896484, 0), ('DXCM', 37.36000061035156, 0), ('EQIX', 175.8699951171875, 0), ('EXPE', 70.69000244140625, 0), ('F', 16.520000457763672, 0), ('FITB', 21.549999237060547, 0), ('GLW', 18.770000457763672, 0), ('GLW', 18.770000457763672, 0), ('ILMN', 136.33999633789062, 0), ('INCY', 61.869998931884766, 0), ('IP', 45.144493103027344, 0), ('LVS', 81.93000030517578, 0), ('MGM', 26.40999984741211, 0), ('MGM', 26.40999984741211, 0), ('PHM', 19.360000610351562, 0), ('PHM', 19.360000610351562, 0), ('PWR', 31.639999389648438, 0), ('SBAC', 90.01000213623047, 0), ('SBUX', 37.45000076293945, 0), ('TXT', 36.099998474121094, 0), ('TXT', 36.099998474121094, 0), ('UAL', 47.06999969482422, 0), ('VRSN', 61.88999938964844, 0), ('VRTX', 82.08999633789062, 0), ('VRTX', 82.08999633789062, 0), ('WMB', 39.220001220703125, 0)]"
2014-01-20,"[('ABMD', 26.420000076293945, 0), ('ABMD', 26.420000076293945, 0), ('AES', 13.720000267028809, 0), ('AKAM', 48.34000015258789, 0), ('BBY', 25.020000457763672, 0), ('BBY', 25.020000457763672, 0), ('BKNG', 1179.9300537109375, 0), ('DD', 61.784141540527344, 0), ('DXCM', 36.68000030517578, 0), ('EQIX', 183.8800048828125, 0), ('EXPE', 66.30000305175781, 0), ('F', 15.829999923706055, 0), ('FITB', 21.31999969482422, 0), ('GLW', 18.209999084472656, 0), ('GLW', 18.209999084472656, 0), ('ILMN', 138.6199951171875, 0), ('INCY', 63.939998626708984, 0), ('IP', 42.54826354980469, 0), ('LVS', 73.91000366210938, 0), ('MGM', 23.780000686645508, 0), ('MGM', 23.780000686645508, 0), ('PHM', 18.84000015258789, 0), ('PHM', 18.84000015258789, 0), ('PWR', 31.06999969482422, 0), ('SBAC', 89.94999694824219, 0), ('SBUX', 37.4900016784668, 0), ('TXT', 36.40999984741211, 0), ('TXT', 36.40999984741211, 0), ('UAL', 46.130001068115234, 0), ('VRSN', 60.369998931884766, 0), ('VRTX', 79.7699966430664, 0), ('VRTX', 79.7699966430664, 0), ('WMB', 38.970001220703125, 0)]"
2014-01-27,"[('AAL', 33.54999923706055, 0), ('ABMD', 27.489999771118164, 0), ('ABMD', 27.489999771118164, 0), ('AES', 14.0600004196167, 0), ('AKAM', 47.68000030517578, 0), ('BBY', 23.540000915527344, 0), ('BBY', 23.540000915527344, 0), ('BKNG', 1144.8900146484375, 0), ('DD', 64.77300262451172, 0), ('DXCM', 40.459999084472656, 0), ('EQIX', 185.1999969482422, 0), ('EXPE', 64.9800033569336, 0), ('F', 14.960000038146973, 0), ('FITB', 21.020000457763672, 0), ('GLW', 17.209999084472656, 0), ('GLW', 17.209999084472656, 0), ('ILMN', 152.0, 0), ('INCY', 65.5199966430664, 0), ('IP', 44.58415603637695, 0), ('LVS', 76.5199966430664, 0), ('MGM', 24.360000610351562, 0), ('MGM', 24.360000610351562, 0), ('PHM', 20.31999969482422, 0), ('PHM', 20.31999969482422, 0), ('PWR', 31.170000076293945, 0), ('SBAC', 92.75, 0), ('SBUX', 35.560001373291016, 0), ('TXT', 35.5, 0), ('TXT', 35.5, 0), ('UAL', 45.84000015258789, 0), ('VRSN', 58.75, 0), ('VRTX', 79.04000091552734, 0), ('VRTX', 79.04000091552734, 0), ('WMB', 40.4900016784668, 0)]"
2014-02-03,"[('AAL', 35.66999816894531, 0), ('ABMD', 27.09000015258789, 0), ('ABMD', 27.09000015258789, 0), ('AES', 14.0600004196167, 0), ('AKAM', 56.63999938964844, 0), ('BBY', 24.549999237060547, 0), ('BBY', 24.549999237060547, 0), ('BKNG', 1195.3900146484375, 0), ('DD', 64.9011001586914, 0), ('DXCM', 37.709999084472656, 0), ('EQIX', 186.30999755859375, 0), ('EXPE', 74.44999694824219, 0), ('F', 14.970000267028809, 0), ('FITB', 21.100000381469727, 0), ('GLW', 18.360000610351562, 0), ('GLW', 18.360000610351562, 0), ('ILMN', 156.89999389648438, 0), ('INCY', 65.88999938964844, 0), ('IP', 44.285308837890625, 0), ('LVS', 76.97000122070312, 0), ('MGM', 24.799999237060547, 0), ('MGM', 24.799999237060547, 0), ('PHM', 19.799999237060547, 0), ('PHM', 19.799999237060547, 0), ('PWR', 31.239999771118164, 0), ('SBAC', 92.91000366210938, 0), ('SBUX', 37.02000045776367, 0), ('TXT', 35.81999969482422, 0), ('TXT', 35.81999969482422, 0), ('UAL', 45.540000915527344, 0), ('VRSN', 52.68000030517578, 0), ('VRTX', 81.41000366210938, 0), ('VRTX', 81.41000366210938, 0), ('WMB', 41.41999816894531, 0)]"
2014-02-10,"[('AAL', 34.40999984741211, 0), ('ABMD', 28.139999389648438, 0), ('ABMD', 28.139999389648438, 0), ('AES', 14.619999885559082, 0), ('AKAM', 60.029998779296875, 0), ('BBY', 24.780000686645508, 0), ('BBY', 24.780000686645508, 0), ('BKNG', 1279.97998046875, 0), ('DD', 66.48092651367188, 0), ('DXCM', 43.41999816894531, 0), ('EQIX', 193.24000549316406, 0), ('EXPE', 77.12999725341797, 0), ('F', 15.239999771118164, 0), ('FITB', 21.6299991607666, 0), ('GLW', 19.110000610351562, 0), ('GLW', 19.110000610351562, 0), ('ILMN', 164.3300018310547, 0), ('INCY', 64.16999816894531, 0), ('IP', 45.92896270751953, 0), ('LVS', 80.1500015258789, 0), ('MGM', 26.020000457763672, 0), ('MGM', 26.020000457763672, 0), ('PHM', 20.020000457763672, 0), ('PHM', 20.020000457763672, 0), ('PWR', 31.989999771118164, 0), ('SBAC', 96.36000061035156, 0), ('SBUX', 37.51499938964844, 0), ('TXT', 37.33000183105469, 0), ('TXT', 37.33000183105469, 0), ('UAL', 44.5, 0), ('VRSN', 54.52000045776367, 0), ('VRTX', 81.61000061035156, 0), ('VRTX', 81.61000061035156, 0), ('WMB', 40.83000183105469, 0)]"
2014-02-17,"[('AAL', 36.16999816894531, 0), ('ABMD', 28.719999313354492, 0), ('ABMD', 28.719999313354492, 0), ('AES', 14.630000114440918, 0), ('AKAM', 61.72999954223633, 0), ('BBY', 24.639999389648438, 0), ('BBY', 24.639999389648438, 0), ('BKNG', 1315.6500244140625, 0), ('DD', 66.83674621582031, 0), ('DXCM', 43.11000061035156, 0), ('EQIX', 189.42999267578125, 0), ('EXPE', 79.98999786376953, 0), ('F', 15.15999984741211, 0), ('FITB', 21.440000534057617, 0), ('GLW', 19.06999969482422, 0), ('GLW', 19.06999969482422, 0), ('ILMN', 174.0500030517578, 0), ('INCY', 64.9800033569336, 0), ('IP', 45.91028594970703, 0), ('LVS', 80.88999938964844, 0), ('MGM', 27.049999237060547, 0), ('MGM', 27.049999237060547, 0), ('PHM', 20.3700008392334, 0), ('PHM', 20.3700008392334, 0), ('PWR', 34.5, 0), ('SBAC', 97.23999786376953, 0), ('SBUX', 36.279998779296875, 0), ('TXT', 38.310001373291016, 0), ('TXT', 38.310001373291016, 0), ('UAL', 45.599998474121094, 0), ('VRSN', 54.9900016784668, 0), ('VRTX', 84.80999755859375, 0), ('VRTX', 84.80999755859375, 0), ('WMB', 42.060001373291016, 0)]"
2014-02-24,"[('AAL', 36.93000030517578, 0), ('ABMD', 28.190000534057617, 0), ('ABMD', 28.190000534057617, 0), ('AES', 13.649999618530273, 0), ('AKAM', 61.130001068115234, 0), ('BBY', 26.6299991607666, 0), ('BBY', 26.6299991607666, 0), ('BKNG', 1348.8399658203125, 0), ('DD', 69.32746887207031, 0), ('DXCM', 45.099998474121094, 0), ('EQIX', 189.9600067138672, 0), ('EXPE', 78.52999877929688, 0), ('F', 15.390000343322754, 0), ('FITB', 21.700000762939453, 0), ('GLW', 19.270000457763672, 0), ('GLW', 19.270000457763672, 0), ('ILMN', 171.49000549316406, 0), ('INCY', 64.26000213623047, 0), ('IP', 45.65813446044922, 0), ('LVS', 85.25, 0), ('MGM', 27.549999237060547, 0), ('MGM', 27.549999237060547, 0), ('PHM', 20.989999771118164, 0), ('PHM', 20.989999771118164, 0), ('PWR', 35.209999084472656, 0), ('SBAC', 95.16999816894531, 0), ('SBUX', 35.47999954223633, 0), ('TSLA', 48.96200180053711, 0), ('TXT', 39.70000076293945, 0), ('TXT', 39.70000076293945, 0), ('UAL', 44.959999084472656, 0), ('VRSN', 55.11000061035156, 0), ('VRTX', 80.86000061035156, 0), ('VRTX', 80.86000061035156, 0), ('WMB', 41.29999923706055, 0)]"
2014-03-03,"[('AAL', 39.02000045776367, 0), ('ABMD', 29.459999084472656, 0), ('ABMD', 29.459999084472656, 0), ('AES', 14.050000190734863, 0), ('AKAM', 61.0, 0), ('BBY', 25.799999237060547, 0), ('BBY', 25.799999237060547, 0), ('BKNG', 1358.0400390625, 0), ('DD', 70.4660873413086, 0), ('DXCM', 47.41999816894531, 0), ('EQIX', 193.44000244140625, 0), ('EXPE', 75.19000244140625, 0), ('F', 15.619999885559082, 0), ('FITB', 22.6299991607666, 0), ('GLW', 19.639999389648438, 0), ('GLW', 19.639999389648438, 0), ('ILMN', 168.35000610351562, 0), ('INCY', 64.36000061035156, 0), ('IP', 44.9670524597168, 0), ('LVS', 87.02999877929688, 0), ('MGM', 28.290000915527344, 0), ('MGM', 28.290000915527344, 0), ('PHM', 20.309999465942383, 0), ('PHM', 20.309999465942383, 0), ('PWR', 36.5099983215332, 0), ('SBAC', 95.08000183105469, 0), ('SBUX', 36.53499984741211, 0), ('TSLA', 49.242000579833984, 0), ('TXT', 40.18000030517578, 0), ('TXT', 40.18000030517578, 0), ('UAL', 47.75, 0), ('VRSN', 55.880001068115234, 0), ('VRTX', 79.94000244140625, 0), ('VRTX', 79.94000244140625, 0), ('WMB', 42.689998626708984, 0)]"
2014-03-10,"[('AAL', 36.34000015258789, 0), ('ABMD', 26.010000228881836, 0), ('ABMD', 26.010000228881836, 0), ('AES', 13.8100004196167, 0), ('AKAM', 59.529998779296875, 0), ('BBY', 25.700000762939453, 0), ('BBY', 25.700000762939453, 0), ('BKNG', 1267.9300537109375, 0), ('DD', 69.24207305908203, 0), ('DXCM', 44.70000076293945, 0), ('EQIX', 183.08999633789062, 0), ('EXPE', 75.7699966430664, 0), ('F', 15.079999923706055, 0), ('FITB', 22.34000015258789, 0), ('GLW', 18.8700008392334, 0), ('GLW', 18.8700008392334, 0), ('ILMN', 164.72000122070312, 0), ('INCY', 61.41999816894531, 0), ('IP', 43.08058547973633, 0), ('LVS', 82.25, 0), ('MGM', 26.270000457763672, 0), ('MGM', 26.270000457763672, 0), ('PHM', 19.149999618530273, 0), ('PHM', 19.149999618530273, 0), ('PWR', 35.349998474121094, 0), ('SBAC', 94.95999908447266, 0), ('SBUX', 37.1349983215332, 0), ('TSLA', 46.194000244140625, 0), ('TXT', 37.75, 0), ('TXT', 37.75, 0), ('UAL', 44.400001525878906, 0), ('VRSN', 54.849998474121094, 0), ('VRTX', 78.31999969482422, 0), ('VRTX', 78.31999969482422, 0), ('WMB', 41.40999984741211, 0)]"
2014-03-17,"[('AAL', 36.11000061035156, 0), ('ABMD', 26.84000015258789, 0), ('ABMD', 26.84000015258789, 0), ('AES', 13.890000343322754, 0), ('AKAM', 60.720001220703125, 0), ('BBY', 26.959999084472656, 0), ('BBY', 26.959999084472656, 0), ('BKNG', 1268.8399658203125, 0), ('DD', 71.46237182617188, 0), ('DXCM', 44.4900016784668, 0), ('EQIX', 180.33999633789062, 0), ('EXPE', 74.19999694824219, 0), ('F', 15.470000267028809, 0), ('FITB', 23.389999389648438, 0), ('GLW', 19.520000457763672, 0), ('GLW', 19.520000457763672, 0), ('ILMN', 152.60000610351562, 0), ('INCY', 59.40999984741211, 0), ('IP', 42.753719329833984, 0), ('LVS', 81.41999816894531, 0), ('MGM', 26.18000030517578, 0), ('MGM', 26.18000030517578, 0), ('PHM', 19.110000610351562, 0), ('PHM', 19.110000610351562, 0), ('PWR', 36.779998779296875, 0), ('SBAC', 91.88999938964844, 0), ('SBUX', 38.35499954223633, 0), ('TSLA', 45.77799987792969, 0), ('TXT', 38.40999984741211, 0), ('TXT', 38.40999984741211, 0), ('UAL', 44.33000183105469, 0), ('VRSN', 52.779998779296875, 0), ('VRTX', 73.83000183105469, 0), ('VRTX', 73.83000183105469, 0), ('WMB', 40.61000061035156, 0)]"
2014-03-24,"[('AAL', 35.38999938964844, 0), ('ABMD', 25.700000762939453, 0), ('ABMD', 25.700000762939453, 0), ('AES', 14.289999961853027, 0), ('AKAM', 58.2400016784668, 0), ('BBY', 26.06999969482422, 0), ('BBY', 26.06999969482422, 0), ('BKNG', 1192.010009765625, 0), ('DD', 68.60160064697266, 0), ('DXCM', 40.040000915527344, 0), ('EQIX', 184.02000427246094, 0), ('EXPE', 72.20999908447266, 0), ('F', 15.449999809265137, 0), ('FITB', 22.719999313354492, 0), ('GLW', 20.610000610351562, 0), ('GLW', 20.610000610351562, 0), ('ILMN', 142.02000427246094, 0), ('INCY', 49.939998626708984, 0), ('IP', 42.77239990234375, 0), ('LVS', 78.25, 0), ('MGM', 24.8799991607666, 0), ('MGM', 24.8799991607666, 0), ('PHM', 19.010000228881836, 0), ('PHM', 19.010000228881836, 0), ('PWR', 36.86000061035156, 0), ('SBAC', 92.25, 0), ('SBUX', 36.849998474121094, 0), ('TSLA', 42.4739990234375, 0), ('TSLA', 42.4739990234375, 0), ('TXT', 38.529998779296875, 0), ('TXT', 38.529998779296875, 0), ('UAL', 42.959999084472656, 0), ('VRSN', 53.4900016784668, 0), ('VRTX', 67.80000305175781, 0), ('VRTX', 67.80000305175781, 0), ('WMB', 40.91999816894531, 0)]"
2014-03-31,"[('AAL', 36.560001373291016, 0), ('ABMD', 25.110000610351562, 0), ('ABMD', 25.110000610351562, 0), ('AES', 14.329999923706055, 0), ('AKAM', 54.349998474121094, 0), ('BBY', 27.700000762939453, 0), ('BBY', 27.700000762939453, 0), ('BKNG', 1178.0799560546875, 0), ('DD', 69.29900360107422, 0), ('DXCM', 37.9900016784668, 0), ('EQIX', 179.0, 0), ('EXPE', 70.05000305175781, 0), ('F', 16.1299991607666, 0), ('FITB', 22.920000076293945, 0), ('GLW', 21.350000381469727, 0), ('GLW', 21.350000381469727, 0), ('ILMN', 138.57000732421875, 0), ('INCY', 50.5, 0), ('IP', 42.78173828125, 0), ('LVS', 78.30999755859375, 0), ('MGM', 25.43000030517578, 0), ('MGM', 25.43000030517578, 0), ('PHM', 19.489999771118164, 0), ('PHM', 19.489999771118164, 0), ('PWR', 36.45000076293945, 0), ('SBAC', 88.13999938964844, 0), ('SBUX', 35.775001525878906, 0), ('TSLA', 42.44599914550781, 0), ('TSLA', 42.44599914550781, 0), ('TSLA', 42.44599914550781, 0), ('TXT', 39.08000183105469, 0), ('TXT', 39.08000183105469, 0), ('UAL', 44.880001068115234, 0), ('VRSN', 50.72999954223633, 0), ('VRTX', 65.83999633789062, 0), ('VRTX', 65.83999633789062, 0), ('WMB', 40.2599983215332, 0)]"
2014-04-07,"[('AAL', 33.68000030517578, 0), ('ABMD', 23.65999984741211, 0), ('ABMD', 23.65999984741211, 0), ('AES', 14.149999618530273, 0), ('AKAM', 52.61000061035156, 0), ('BBY', 25.510000228881836, 0), ('BBY', 25.510000228881836, 0), ('BKNG', 1156.2099609375, 0), ('DD', 66.82251739501953, 0), ('DXCM', 35.619998931884766, -1), ('EQIX', 170.47999572753906, 0), ('EXPE', 68.79000091552734, 0), ('F', 15.630000114440918, 0), ('FITB', 21.559999465942383, 0), ('GLW', 20.3799991607666, 0), ('GLW', 20.3799991607666, 0), ('ILMN', 135.24000549316406, 0), ('INCY', 46.25, 0), ('IP', 42.0066032409668, 0), ('LVS', 74.62000274658203, 0), ('MGM', 23.90999984741211, 0), ('MGM', 23.90999984741211, 0), ('PHM', 18.709999084472656, 0), ('PHM', 18.709999084472656, 0), ('PWR', 35.279998779296875, 0), ('SBAC', 88.22000122070312, 0), ('SBUX', 34.3650016784668, -1), ('TSLA', 40.75600051879883, -1), ('TSLA', 40.75600051879883, -1), ('TXT', 36.959999084472656, 0), ('TXT', 36.959999084472656, 0), ('UAL', 41.4900016784668, 0), ('VRSN', 49.029998779296875, 0), ('VRTX', 63.060001373291016, 0), ('VRTX', 63.060001373291016, 0), ('WMB', 40.13999938964844, 0)]"
